"chart","year","rank","title","artist","image"
"hot-country-songs","2019","73","I Hope","Gabby Barrett","https://charts-static.billboard.com/img/2019/03/gabby-barrett-l86-i-hope-mnv-53x53.jpg"
"hot-country-songs","2019","74","Homesick","Kane Brown","https://charts-static.billboard.com/img/2018/09/kane-brown-ndj-homesick-70q-53x53.jpg"
"hot-country-songs","2019","75","Heartless","Diplo Presents Thomas Wesley Featuring Morgan Wallen","https://charts-static.billboard.com/img/2019/08/diplo-i1q-heartless-sm0-53x53.jpg"
"hot-country-songs","2019","76","Make Me Want To","Jimmie Allen","https://charts-static.billboard.com/img/2019/02/jimmie-allen-5y0-make-me-want-to-5gc-53x53.jpg"
"hot-country-songs","2019","77","Nothing To Do Town","Dylan Scott","https://charts-static.billboard.com/img/2019/01/dylan-scott-26j-nothing-to-do-town-fev-53x53.jpg"
"hot-country-songs","2019","78","Rainbow","Kacey Musgraves","https://charts-static.billboard.com/img/2018/04/kacey-musgraves-rch-53x53.jpg"
"hot-country-songs","2019","79","Someone I Used To Know","Zac Brown Band","https://charts-static.billboard.com/img/2018/11/zac-brown-band-jc8-someone-i-used-to-know-a88-53x53.jpg"
"hot-country-songs","2019","80","Mr. Lonely","Midland","https://charts-static.billboard.com/img/2019/04/midland-b3d-mr-lonely-v9s-53x53.jpg"
"hot-country-songs","2019","81","Last Shot","Kip Moore","https://charts-static.billboard.com/img/2017/12/kip-moore-fzz-53x53.jpg"
"hot-country-songs","2019","82","More Hearts Than Mine","Ingrid Andress","https://charts-static.billboard.com/img/2019/07/ingrid-andress-000-more-hearts-than-mine-qra-53x53.jpg"
"hot-country-songs","2019","83","Closer To You","Carly Pearce","https://charts-static.billboard.com/img/2018/12/carly-pearce-rdp-53x53.jpg"
"hot-country-songs","2019","84","Hell Right","Blake Shelton Featuring Trace Adkins","https://charts-static.billboard.com/img/2019/08/blake-shelton-22w-hell-right-9no-53x53.jpg"
"hot-country-songs","2019","85","Day Drunk","Morgan Evans","https://charts-static.billboard.com/img/2018/10/morgan-evans-jmz-day-drunk-pj5-53x53.jpg"
"hot-country-songs","2019","86","Slow Dance In A Parking Lot","Jordan Davis","https://charts-static.billboard.com/img/2019/05/jordan-davis-err-slow-dance-in-a-parking-lot-1s8-53x53.jpg"
"hot-country-songs","2019","87","Somebody's Daughter","Tenille Townes","https://charts-static.billboard.com/img/2018/10/tenille-townes-000-somebodys-daughter-vfz-53x53.jpg"
"hot-country-songs","2019","88","homecoming queen?","Kelsea Ballerini","https://charts-static.billboard.com/img/2019/09/kelsea-ballerini-n8l-homecoming-queen-zbx-53x53.jpg"
"hot-country-songs","2019","89","The Difference","Tyler Rich","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs","2019","90","Never Comin Down","Keith Urban","https://charts-static.billboard.com/img/2018/09/keith-urban-g8p-53x53.jpg"
"hot-country-songs","2019","91","I Wish Grandpas Never Died","Riley Green","https://charts-static.billboard.com/img/2019/08/riley-green-000-i-wish-grandpas-never-died-kk6-53x53.jpg"
"hot-country-songs","2019","92","Catch","Brett Young","https://charts-static.billboard.com/img/2019/06/brett-young-9rw-catch-97n-53x53.jpg"
"hot-country-songs","2019","93","We Back","Jason Aldean","https://charts-static.billboard.com/img/2019/09/jason-aldean-sa0-we-back---7nx-53x53.jpg"
"hot-country-songs","2019","94","Turnin' Me On","Blake Shelton","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs","2019","95","Neon Church","Tim McGraw","https://charts-static.billboard.com/img/2018/10/tim-mcgraw-eb5-53x53.jpg"
"hot-country-songs","2019","96","Kinfolks","Sam Hunt","https://charts-static.billboard.com/img/2019/10/sam-hunt-24e-kinfolks-dqg-53x53.jpg"
"hot-country-songs","2019","97","Die From A Broken Heart","Maddie & Tae","https://charts-static.billboard.com/img/2018/12/maddie-tae-uwd-die-from-a-broken-heart-h1l-53x53.jpg"
"hot-country-songs","2019","98","Chasin' You","Morgan Wallen","https://charts-static.billboard.com/img/2016/08/morgan-wallen-ur7-87x87.jpg"
"hot-country-songs","2019","99","Lonely If You Are","Chase Rice","https://charts-static.billboard.com/img/2019/07/chase-rice-olm-lonely-if-you-are-4c3-53x53.jpg"
"hot-country-songs","2019","100","Stronger Than Me","Garth Brooks","https://charts-static.billboard.com/img/2018/12/garth-brooks-vps-53x53.jpg"
"hot-country-songs-imprints","2006","1","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","2","","Arista Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","3","","MCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","4","","Curb","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","5","","BNA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","6","","Lyric Street","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","7","","Warner Bros.","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","8","","Mercury","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","9","","Arista","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2006","10","","Big Machine","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2007","1","","Arista Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","2","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","3","","Curb","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","4","","MCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","5","","Lyric Street","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","6","","BNA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","7","","Mercury","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","8","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","9","","Big Machine","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2007","10","","Broken Bow","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?95f92bcb119a8229a6c0"
"hot-country-songs-imprints","2008","1","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","2","","Arista Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","3","","MCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","4","","Lyric Street","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","5","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","6","","BNA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","7","","Big Machine","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","8","","Mercury","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","9","","Curb","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","10","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","11","","19","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","12","","Warner Bros.","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","13","","Show Dog Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","14","","Universal South","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2008","15","","Broken Bow","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2009","1","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","2","","Arista Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","3","","MCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","4","","Mercury","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","5","","Big Machine","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","6","","BNA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","7","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","8","","Curb","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","9","","Lyric Street","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2009","10","","Show Dog Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?ed9f7c62d54f7662233f"
"hot-country-songs-imprints","2010","1","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","2","","MCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","3","","Mercury","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","4","","Curb","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","5","","Arista Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","6","","Big Machine","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","7","","Show Dog-Universal","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","8","","Columbia","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","9","","19","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2010","10","","BNA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","1","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","2","","RCA","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","3","","Big Machine","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","4","","Republic Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","5","","Arista Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","6","","Show Dog-Universal","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","7","","Broken Bow","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","8","","MCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","9","","Curb","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2011","10","","Mercury","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","1","","Capitol Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","2","","RCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","3","","Republic Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","4","","Big Machine","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","5","","MCA Nashville","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","6","","Broken Bow","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","7","","Curb","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","8","","Warner Bros.","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","9","","Valory","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
"hot-country-songs-imprints","2012","10","","19","https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0"
